state,action0,action1,action2
3c152,252.76109378155346,248.2334828437379,241.2334828437379
3d328,235.67926946425342,226.32247676961086,224.32247676961086
3d734,439.9214724214255,423.98620801662605,423.76656596181607
3d914,248.55197698984568,238.38553935434982,241.02021972924925
3da6e,335.916408008318,327.4712137939309,324.5488894785887
3ea77,451.30030639103876,443.7873033271283,440.7873033271283
3ec13,454.7688903241174,442.2372120045492,431.7940769282996
3f980,464.63073232157075,457.9842769674934,455.9844246648865
3fdba,247.61865454981532,243.14246800431712,244.14246800431712
4099e,441.84345722010573,453.3484245253594,446.81494028010576
40f8d,250.1304723111994,221.72958768477667,236.91512693511737
40fb7,232.97059533473714,218.42404088246198,221.47371255620774
41a5b,436.7975525314787,441.76118835556383,427.34357646515735
41cfc,342.28952700803467,329.86663173795426,334.86663173795426
41e52,450.83781021169665,459.835224998355,445.1238865817422
421c0,343.13180731232694,310.80600377731815,319.1735298469323
425d6,449.4504393099815,445.5407685644512,441.72288769809387
44c80,459.9756146014787,449.78555981014955,449.31114536507613
44cb7,251.9004907915535,241.9428896283378,242.29649272981078
44d39,441.567765096289,434.15208744532447,428.1520874453158
454f6,165.5567853494939,239.55989584372995,198.43299757093854
456d1,475.33407305209175,481.91416493428414,468.09502328494125
45953,241.52148588363792,233.0758423842461,238.1061607784154
4621c,248.56458816047342,222.83860096834186,230.62335932685465
4654d,235.83149916979596,249.2334828437379,236.7411480153005
46db1,336.0830855364784,350.2495030387051,342.74700785760564
46f9d,252.6726912697638,242.59122873281936,241.36178087906595
470ec,447.81494028010576,443.3437788722,434.3367908773046
4739e,244.14246800431712,249.84079079155347,243.3423828836379
4753e,433.12884094088764,424.7975525312959,418.7975525314621
477d8,237.2028759122065,243.7312471530844,239.29393468155354
477f4,341.40796542057467,327.99388576636886,333.99388576636886
47a42,493.44808743717806,478.5136065628062,481.5136065628062
47f6c,393.8206465734331,447.51398074831917,413.96714315124024
47fec,319.26157016884764,308.11896516272884,306.8363275648511
48302,452.8085923141806,444.28050639047245,439.280506365426
485d9,232.32247676961086,214.95768110966497,225.64610707106968
48b36,258.492948821638,253.90074771158444,251.90607255225606
48ce3,250.40453615308436,245.9004907915535,237.9004907915535
48d30,463.984424998355,449.2727414213709,452.34458074837136
48e1f,252.6614991697957,241.73029615034582,242.8237004873006
48eda,482.6669874371781,449.524621557148,462.2676956967198
48f89,459.33458074837137,448.7412349408876,444.7412349408876
4a621,494.49748743717805,482.2148709426519,467.1357497994835
4a859,243.16287591220652,232.7312471530844,232.7312471530844
4b8ba,242.32512768781163,240.19987571134487,120.88803526960858
4bc5b,471.76015298066767,455.35014444702637,452.26576496188073
4be84,248.43148588363792,253.37453615308434,245.84079079155347
4cc3d,338.40796542056864,328.6583748612849,315.266693753086
4d517,455.0004437474827,449.43737453504383,449.43917988910994
4dea5,450.82859231418064,430.34467655387533,401.6547817587572
4eef2,347.2895379282347,321.39529138825833,335.79160245561843
4fc82,248.24120603014714,239.75879396984564,237.75879396984564
4ff57,446.90829032418065,443.5139807483714,438.43920742093877
4fffe,476.09502328494125,478.16502328494124,472.38337305209177
50a0a,251.62916758808743,226.83149916979596,248.11287591220653
50e9a,455.6557402801057,446.0991828749703,448.0991828771184
51cfe,459.82859231418064,454.14222473521704,454.2291021172319
51e14,251.4345361495074,244.21089147588324,239.82503804947225
52558,275.1351144737149,237.22990105586842,256.21261114386954
5283f,453.044424998355,438.5139807483714,439.5139807483714
52bb7,250.83346231119944,239.4501694641874,243.32412064684829
52f11,438.8649081084841,468.387211050735,418.97793887269495
5316c,253.75879396984564,241.22120603014716,241.22120603014716
533eb,443.2112014087451,431.99258607806007,425.93482851348335
5344c,348.82663173794253,319.660622568975,340.43215097060323
535fa,257.23953914008723,233.52208538139055,244.66714374868633
53d2d,270.8480193334215,232.02656576961087,259.13953914008727
549a2,327.26152995419204,310.04802360540435,308.17298657177827
5514a,245.74114801518715,269.8334623111984,260.4110512569266
556d7,246.62916758808743,241.16287591220652,238.16287591220652
55c9a,445.3203063910388,436.82105215317176,435.86578212338225
55e8a,249.84079079155347,238.3423828836379,239.3423828836379
55f01,334.3095030387051,320.96640599731666,329.96638153016147
560aa,273.77376231119945,253.49912860882637,268.03602468808737
5620e,228.67926946425342,246.3423828836379,236.87895905475466
5627b,343.30950303865797,320.47022824864405,321.4813655459193
5658b,341.82639423382125,341.23011765636886,328.21549081879783
56f4d,266.43814374868634,258.77376231119945,253.77376231119948
58070,241.9580193334216,234.99040534146837,220.1879962370631
580ad,458.01274392835506,447.43261648907145,449.43261648907145
583b0,438.2805063910387,458.9378025508681,446.3484245253594
58557,430.980140707288,417.26176131869823,424.1503573329577
587a4,249.14604864706723,238.3718698117466,232.58645612345506
59279,256.5291675880787,245.82198824027282,215.90597518448993
592fb,245.274696185493,257.03884227901705,246.08866119176312
5aca6,465.6319339408876,444.5981910485315,450.9756146014787
5b4af,239.76176010655533,258.492948821638,251.88920455698005
5bac5,451.651074101052,440.88885243770454,442.13456336004145
5c344,456.4855424953549,288.546110753232,448.35048989541747
5d389,424.9777743168156,450.81494028010576,442.243264306144
5e74c,321.9989557740627,328.1085555033444,317.8274699483109
5ec1a,474.91416493428414,457.3484245253594,466.16502328494124
5ef65,448.6557402801057,431.4609316072979,425.2955695702948
5ef6f,485.9923143871781,433.8947286605019,470.2607213240867
5f128,244.0592470200155,239.61865454981532,239.61865454981532
61e04,456.3925174890714,441.82859231418064,448.82859231418064
620c9,239.55989584373796,228.9212150527286,226.80500331447132
621cb,465.835224998355,458.17687274837135,452.17687274837135
62bfa,223.89755454981534,211.65857900431715,220.65857900431715
62c48,447.8287524377045,486.6669874371781,472.80031756280624
62e66,236.74114782676472,240.9604907915535,230.55088588363793
62f77,337.1318073123281,332.76048923920473,324.76048923920473
63606,244.37453615308434,231.93079079155345,235.93079079155345
6495d,253.66714374868633,237.93079079155345,246.13047231119944
64d94,229.9489590548015,248.46912860882637,242.98443732273807
65577,456.2103063910388,441.64775798344016,447.6476344819603
65947,444.70908940624395,429.09481534672926,431.93610682331155
6629d,250.40453615308436,240.90049079155284,239.9004907915535
665cb,451.87108707040574,445.3367908773046,440.3523761997016
66a7a,240.9307907915527,138.46093846089764,221.11942363964118
67190,473.31920084428407,476.09502328494125,470.33407305209175
680f6,460.3934554797609,437.88885243565835,453.58557899689976
6815f,252.22358773341546,233.52148588357267,171.92157483964252
684fe,260.8480193334215,256.23953914008723,256.23953914008723
68519,335.3995270080347,325.04553173795426,327.04553173795426
68c6c,499.49748743717805,477.76015298067864,489.5025125628062
68e1e,334.5758764205747,329.23011765636886,324.23011765636886
68f10,321.9989557740627,327.76225490870513,315.48463235958127
68fcd,342.083085766367,307.3595573385884,238.3408973956503
6953c,238.63174715308443,260.1304723111994,250.5291675880874
6a979,337.39952700798756,323.6740061556396,323.491554480398
6abb9,464.2823912433063,457.6339781423381,452.6325136757275
6affd,445.7873033271283,468.17687274837135,460.4951040208876
6b3c2,451.7412349408876,494.49748743717805,487.5525125628062
6b51d,332.76048923920473,326.4328843468126,328.4328843468126
6bd44,246.90049078517674,271.04729693613587,263.4880810388399
6c658,256.22373653514745,244.61444459172543,252.61281615923883
6cc6e,435.54224322957685,438.5139807483714,431.12884094083796
6cd5b,463.2740555391366,447.04018955128265,442.796804205242
6d056,234.5214848605526,221.91755454970277,216.80033380164863
6d094,444.6148040208876,421.6703368060035,434.1686559806787
6d0ae,452.0991828773034,401.50369823433795,402.1020257551125
6d260,447.03814656190815,432.567765096289,435.567765096289
6d6e1,488.5525125628062,470.9258787235484,464.4690451315335
6db6e,324.1485555033444,350.73663173795427,342.2292654205747
6dd6d,460.63640883584117,449.01986322032116,451.01874173565596
6e400,257.5191675880874,245.94397591220647,244.94397591220647
6e457,464.984424998355,457.33458074837137,453.33458074837137
6e8d1,326.48463235961805,316.2184450969002,321.21951800395743
6ea2f,336.89700202831796,344.757008008318,333.30943792823473
6ee1f,472.09502328494125,466.37407304891303,461.37407305206517
6f4b6,255.62899396984565,244.07270403014718,245.07270403014718
6fb47,418.637632293857,407.45125597091834,411.45125597091834
6fd9a,505.49748743717805,429.687765096289,494.4425125628062
6fdd9,246.4543371530844,241.98979378155352,234.98979378155352
6fef3,244.6144032193126,259.40453615308434,253.21680734755938
709df,467.3740730520918,459.7002326623719,460.59106146793226
70c76,454.78940520611553,441.15898114365325,434.901585358514
70e8d,432.5676322938559,448.83209987090913,435.3437783156256
71047,330.56724392823475,319.26157148892565,326.2615714889504
714e6,452.43261648907145,446.90829032418065,439.90829032418065
71812,403.3667434112091,464.3632262849412,451.71959402209177
7182d,262.7737623111933,241.5811296314617,252.53904080481817
71ee4,430.5676322710273,485.6036065628062,472.33179635437824
72440,243.62916758808703,242.89430457748375,139.72259664576657
72805,447.6148040208876,448.52338036556387,439.03814656190815
72dbc,440.84276363832794,447.9082903241505,429.07456556294943
73475,322.0689557740627,334.916408008318,325.56724392823475
736e5,453.1345633591528,480.3984969013798,442.5070934567035
74332,334.2615714889523,322.91895577405467,328.9189557338694
747ad,430.9749100584313,462.76015298067864,454.12926157980417
74806,459.81761392229174,479.81757049717805,474.0193947922062
74bb0,354.8029844884789,460.1768727483399,451.80988343253586
7559c,455.3873305253594,447.83345722010574,444.83345722010574
757b6,255.51916758808707,235.96716930512474,222.95419389587278
7595d,236.89099533473797,231.52208538139055,226.52208538139055
75992,454.26834365201984,465.835224998355,455.1768568990704
76422,442.3367908773046,419.188814436419,428.39723866738507
769e8,264.37546443316535,247.97497426492635,249.51406917345557
76ba6,449.3003063910362,428.7309815727587,363.33492025695506
777ab,436.3435764720081,428.9801390950503,426.9801382854614
785f3,341.54728011346276,333.1318073123281,330.1318073123281
7880b,253.57458816062336,245.03783558909922,244.03275496323656
79373,332.08308576636887,325.76225484505125,320.76225480884085
793a8,460.60650883584117,441.2358404618031,451.00044374525
793de,456.8287524377045,449.2604649001594,445.2604648323343
79d6e,292.8673782037083,326.26157148894697,208.0046512364139
79e8c,252.76109378155346,242.2334828437379,246.2334828437379
7a84a,223.47684592340687,250.40453615308436,245.9004907902211
7a99d,261.3856644412064,253.66714374868633,253.77180779679432
7a9b1,473.4951040208876,444.4007403000078,465.76015298067864
7ac25,237.18686452757663,232.72998768240657,233.81347585705868
7c1c2,256.94397591220644,244.14246800431712,248.37453615308434
7cb67,250.13047231119944,253.94397591220647,241.40453615308436
7d717,439.16856778176736,441.2358427072112,432.82342021245597
7db67,251.98901879679434,237.55088588363793,242.46912860882637
7deef,228.88335884472946,250.14443468136773,222.21599401836497
7f225,259.22120603014713,250.62899396984565,251.62899396984565
7fc81,227.16924702001552,221.89755454981534,220.89755454981534
80124,267.13953914008727,246.62916758808743,260.4681437486863
802b9,472.70333894026965,454.4843494275231,450.5975865699364
8032b,439.94710332712833,425.5404851462176,426.5405972648077
8111e,455.47172593636236,431.62357868848346,440.0527499002573
814bb,237.61865454981532,256.5545644412064,249.98901879679434
814fd,493.448087437176,433.87901045118235,462.04254537973105
81b8a,339.3095030387051,355.28952700803467,344.73663173795427
81def,332.2615714889523,323.85895624852463,322.9254319721734
81f27,337.62394690870514,339.3095030387051,328.916408008318
82416,343.7271727663688,349.2495030387051,336.757008008318
82555,468.3740730520918,455.5773769792518,447.6764221515934
82c01,467.17687274837135,455.0507393078588,454.50432504029885
833cd,436.15208744532606,437.9214724214255,430.4659015137749
835cc,436.9559269449608,459.9756146014787,445.37585845546386
835d5,321.48463229400073,340.30943792823473,335.906343548695
83eaf,326.2615714889523,314.9989557740627,319.9989557740627
84a50,461.5051040208876,446.738363088858,454.80285862533896
8527a,457.59640883584115,442.9940769927556,442.98578645907327
85a0c,239.73124715308347,213.8998410891042,226.459221088852
85c7f,470.0193947922062,462.31920084428407,455.31920084428407
86573,329.91895577406274,323.61976620943744,317.6197659717071
86986,452.82859231418064,445.30030639103876,441.30030639103876
8698d,452.30679087730465,406.6559075982728,444.0558114542653
86d08,469.58073232155596,446.7518817946302,378.2155388492057
86e50,453.43895626000784,466.26920084428406,459.60650883584117
87226,344.23990103870506,339.7975020283179,336.7975020283179
873bd,240.42610991812904,250.94397591220647,241.15856185933586
87e50,439.7090440328258,466.0539954371782,451.3654513696478
8835f,430.94710332712833,425.637632293857,417.637632293857
88b54,450.82859231418064,436.3203063910388,436.3203063910388
8a376,458.63640883584117,410.2010202929989,445.0488981845605
8b013,458.17352359147867,475.8220857922063,470.06386493428414
8b0ae,220.65857900431715,239.22373653514745,229.83149916979596
8b7a6,468.3632262849412,468.3872110507787,454.7033389402709
8b7fb,246.9004907915535,240.4314815331449,242.431329929259
8b80f,346.28952700803467,332.8208446646704,336.77048881353153
8bd9c,256.23512768808735,238.92925200191473,252.67277641120643
8c004,475.33407305209175,450.1112323053458,466.3479323597733
8c454,251.7411480153005,242.22373653514745,244.22373653514745
8c93c,456.0004437474827,444.4227083345547,441.4258434437153
8c9a0,243.16287591220652,231.7312471530844,237.7312471530844
8e28c,427.452151943644,473.7475704736958,427.13845017221365
8e4e9,463.689539321569,446.297696949862,448.5351335542125
8e71b,239.5598958437379,253.94397591220647,248.40453615308436
8ecb5,462.44203426494124,455.471725936363,452.81761392229174
8ef53,454.3873305253594,444.84345722010573,448.84345722010573
8efbb,228.88045166636803,244.65458814600078,224.80505161064747
8f87e,464.2746807483714,455.63193389475055,456.6319331318406
8f97d,459.9872025508681,453.17352359147867,445.3873305253594
90bbc,470.38337305209177,464.06386493428414,456.6795393215708
914c9,462.835224998355,454.2068727483714,456.2068727483714
9168e,338.9655317379543,334.5758764205747,333.5758764205747
92128,442.651074101052,461.7012349408876,453.0842225914787
9284d,337.867002028318,325.6965316899992,332.9839687784332
929f0,315.0689557740627,306.3634212302068,299.9619531397467
92a6a,457.0991828773046,449.5281910013159,448.52819104496166
938db,245.06645721985214,232.33744968209805,223.6849073740858
93c37,332.4328843468126,321.9989557740627,321.1085555033444
93f9c,257.3689391400873,248.66896837160948,251.6833099045206
94f86,343.74697276636886,328.4328843468126,333.3095030387051
9512d,468.96459543292855,453.9431054560453,456.3014123072663
95279,435.03814656190815,427.687765096289,423.687765096289
95fc6,462.39342047476714,443.5588997041364,395.6399877558928
96061,244.7312471530844,245.7411480153005,235.28373653514745
96382,257.5191675880874,256.67109378155345,251.94397591220647
967ae,425.567632293857,454.37585845546386,442.83209987090913
96b02,450.2335235914787,437.6077650956871,437.66173690813355
96da3,453.7412349408876,441.1623839553081,448.1256042757409
973d9,437.3203063910388,435.82348428013904,422.94710332712833
97468,253.90801933342158,230.1869007195117,240.763116936096
98144,464.5836389402709,458.984424998355,450.9378025508681
98f1f,350.7975020283179,319.58919524882776,346.28952700803467
98f3a,474.0193947922062,463.27920084428405,464.27920084428405
998ba,263.4681437486863,256.8334623111994,252.83346231119944
99a0b,248.96049079095357,240.5987438529569,237.5297080529828
9a0d4,254.9004907915535,249.34988251149193,246.35147288957967
9a72c,319.2615714889523,307.0689557740627,309.0689557740627
9b09d,330.23011765636886,340.30943792823473,334.90634354895235
9b21b,458.6760088358412,470.9923143871781,462.2790717025699
9b517,229.3339346815435,206.52948139010266,187.89854151856903
9b6c1,337.1318073123281,331.61976621632203,331.76048923920473
9b871,348.20926542057464,344.23990103870506,338.7271727663688
9baed,245.65458816062338,266.43814374868634,260.77376231119945
9c499,456.3925174890714,446.82859231418064,446.82859231418064
9d9f3,477.12849601088766,449.17352359147867,469.35721105077874
9e3b6,470.8618857922057,460.65523691882026,459.5315645319137
9e468,481.6384704971669,435.67028912483374,472.1163841943
9e6a7,313.9989557740627,343.74697276636886,336.3095030387051
9e910,450.8287524377045,430.5383079510662,439.06677214169696
9ea3f,460.657860264194,452.02039224912187,451.05126084680313
9eb2d,244.8589590548015,259.324336884137,254.04299310125936
9f006,250.1304723111982,253.94397591220647,248.40453615304932
9f1f9,451.5281910485315,441.0003057014426,443.97770722843563
9f273,455.31920084428407,441.7623628875049,446.73634378595557
9fbb5,451.051281661552,450.4404393100078,441.1671537298304
a0119,454.8310519407777,447.91568842412283,448.27024305478574
a073f,439.3367908773046,427.9431441907952,426.94140454760145
a0a53,456.7873033271283,449.816768277611,444.98911970863884
a0b53,262.1140897188263,244.63174715308443,255.492948821638
a1428,450.21120142093883,443.70033237776136,435.53627102335616
a15fa,447.51398074835254,486.5774874371781,473.373758230321
a1832,231.91755454980537,218.84163615664428,218.01587508881724
a1dc2,470.44550701088235,438.2114427678779,455.7359487633261
a1e81,248.98901879679434,238.49912860882637,240.49912860882637
a2b00,454.3746807481158,435.8679449113636,430.0917043609452
a2cc7,243.28373653514745,236.85089916979595,232.85089916979595
a3513,254.5645881602148,220.447271595718,201.19210561794947
a41b6,480.735124998355,471.9277737483714,466.9277737483714
a42e8,463.33458074837137,461.5751040208876,452.7012349408876
a4323,243.16287591220652,231.71427891467846,230.73122954480618
a46e3,349.74697276636886,339.2495030387051,342.2495030387051
a4786,444.7311883470173,426.98974118178967,430.38231838774976
a665a,253.68124715308443,228.41360354665355,245.28344043165671
a68b4,452.6319339408876,447.04208744532605,444.10561456661094
a6c2a,472.845124998355,448.84345722010573,463.1166737483714
a6d40,462.70333894027016,441.93767408510746,444.7374758980079
a7353,467.5661059997875,423.9471033271282,406.6261462032484
a8004,452.37585845546226,420.1625742232458,436.8794674309413
a8302,477.33407305209175,441.52338036556387,470.56073232157075
a8443,457.4455424953594,446.13456336004145,450.87108707040574
a860d,236.33393468155353,228.76579863356685,231.9389199011339
a8caa,252.67277641120643,247.14604864709435,242.14604864709435
a8cee,249.14604864698902,259.1794926171114,111.39779147803982
a8fd7,500.5025125628062,493.49748743717805,492.49748743717805
a9161,458.34458074837136,452.7611349408876,443.7611349408876
a9346,334.04553173795426,329.7011888200296,321.60768720456514
a953f,350.73663173795336,325.04274132599517,340.3750582884451
aa13f,450.5139807483714,437.7971862926368,442.96857628217316
aa820,461.44550701088764,446.3523761997016,455.8310519407787
aaee0,455.8900529806785,372.97880512826475,433.6049035138876
aaf01,228.96895905480147,219.67926946425342,222.67926946425342
ac93f,329.21978603575025,337.86663173795426,324.48796540528144
acff5,260.3514858836379,249.7414002961752,247.74783594254063
ad8fa,343.7271727663688,330.5672439281349,337.28990103870507
aedec,450.3129259493006,456.98442499831054,423.1658512385334
aee48,338.46845539134347,319.1745917320734,326.6322033320907
afbfb,482.56073232157075,468.735124998355,476.735124998355
b027f,428.1048153467293,441.2358427072112,431.82348428013904
b1556,335.90634354895093,298.45221958504453,323.9450450270028
b22eb,260.8480193334215,250.23953914008726,255.23953914008726
b24e3,232.96049079154793,214.08408865051655,223.47532095472164
b312d,337.99388576636886,339.7975020283179,333.3995270080347
b3152,475.0193947922062,465.26920084428406,463.26920084428406
b3396,239.32247676961086,234.9292520019147,226.92925200191436
b366c,462.59640883584115,454.97044474748265,447.97044474748265
b3dfd,479.9277737483714,471.12849601088766,465.12849601088766
b471a,478.6036065628062,470.81757049717805,465.81757049717805
b543b,352.73663173795427,324.67507642057467,339.20926542057464
b5a9e,225.16924702001552,213.91723766196662,212.91392701338822
b6953,228.65857900431715,249.84079079155347,238.3423828836379
b6b1b,250.13047231119944,244.62916758808743,245.62916758808743
b6cb2,326.2615714889523,317.9989557740627,312.9989557740627
b7c74,334.5758764205747,226.56014125669049,323.7734432263286
b7e30,236.38036946425345,202.80472108859246,227.25852696353283
b8aed,250.13047231119944,248.16287591220652,244.62916758808743
ba689,420.687765096289,411.1388899784038,414.3128026278692
baa8a,233.10627102480152,244.0592470200155,236.61865454981532
bae9a,480.80031756280624,487.5136065628062,478.6384704971781
bba58,474.12849601088766,447.5139807483714,459.3872110507787
bbb96,242.98979378155352,206.53199321427394,236.55989584373796
bce35,452.7611349408876,443.23352359147793,445.2335235914756
be172,262.95387591220646,240.9004907915535,250.32433715308437
bf0a6,248.23348284364445,238.1649846036824,233.86861636771846
bfa76,258.24354295881966,340.91640800791276,229.37100110484462
c0509,253.94397591220647,250.13047231119944,244.40453615308436
c0aa4,241.3251276880874,231.2766392085021,235.69882468323885
c0d2d,345.74700800831795,331.04553173795426,337.2881593426118
c17ed,339.28990103870507,330.89700202831796,326.89700202831796
c2356,448.84345722010573,434.35499920495783,441.3550069833157
c24cf,249.14604864709435,253.66714374868633,250.13047231119944
c2847,238.33393466532144,268.0560246880874,259.3640995847757
c2a18,462.37407305199997,456.7857242049628,451.6285811355814
c344f,458.63073232157075,454.23030639103877,451.044424998355
c47af,259.1460246880874,248.55456444120645,255.55456444120645
c4b6f,466.9378025508681,455.3925174890714,458.26842452535936
c60e2,436.15208735003534,462.07176097235003,288.0537198984782
c62ce,246.3423828836288,231.2565732617249,225.9703161267394
c66bb,455.7688903241807,447.2110838996394,441.2112005771803
